;Datetime;Tweet Id;Text;Username;;
0;2022-12-04 23:46:01+00:00;1,59955E+18;@sosmedkeras ini maksudnya aduan yang diperluas gtu? klo di KUHP skrg kan yg boleh cuman suami atau istri sah;punotdead;;
1;2022-12-04 23:25:36+00:00;1,59955E+18;"@HelmiFelis_ @KemnakerRI @DPR_RI @DivHumas_Polri Lah bijimana memalsukan sesuatu bukan kejahatan ???

Pasal 263 KUHP dibaca.

Tolol itu pilihan bung, cerdas juga.";Msimsims2ND;;
2;2022-12-04 17:54:41+00:00;1,59946E+18;"ditentang oleh Bung Karno, beliau bermimpi pasal-pasal ini akan hilang dan dihapus dari KUHP kita

Pertanyannya, apakah generasi sekarang, apakah kita akan mendiamkan pasal-pasal tersebut masih ada dan diatur dalam KUHP kita?

Apakah semangat Anti Kolonial dalam Perubahan KUHP";ecosocrights;;
3;2022-12-04 17:54:39+00:00;1,59946E+18;"*Pasal-Pasal yang Bung Karno Permasalahkan ini ternyata masih ada di Rancangan KUHP yang akan disahkan segera.

Pasal-Pasal mengenai ancaman pidana terhadap penghinaan Presiden dan Wakil Presiden (Pasal 218 sampai Pasal 220), pasal penghinaan terhadap pemerintahan yang sah,pasal";ecosocrights;;
4;2022-12-04 17:54:37+00:00;1,59946E+18;"pennelikkers[3] dan tidak menjadi manusia-manusia yang tabiat semangatnya merdeka;” (Indonesia Menggugat halaman 74)

Pasal Hatzai Artikelen ini jika kita buka KUHP adalah Pasal-Pasal

Pasal 154
Barang siapa di muka umum menyatakan perasaan permusuhan, kebencian atau penghinaan";ecosocrights;;
5;2022-12-04 17:54:33+00:00;1,59946E+18;"kemerdekaan cetak-mencetak dan hak berserikat dan berkumpul?…” (Indonesia Menggugat Halaman 51)

Pasal 161 yang dimaksud Bung Karno adalah Pasal yang mengatur Pasal “Penghinaan terhadap Kekuasaan Umum” 

161 KUHP ayat (1) berbunyi : “Barangsiapa menyiarkan, mempertontonkan atau";ecosocrights;;
6;2022-12-04 17:54:32+00:00;1,59946E+18;"Jika kita membaca Pledoi Bung Karno tersebut, kita bisa menemukan beberapa catatan terkait Pasal-Pasal dalam KUHP dan impian Bung Karno terkait demokrasi dan penghapusan pasal-pasal anti demokrasi ini. 

“Perlindungan kepentingan kaum buruh? Peraturan yang melindungi kaum buruh";ecosocrights;;
7;2022-12-04 17:54:30+00:00;1,59946E+18;"Sila dibaca tulisan Direktur YLBHI @madisnur : 
Bung Karno, Demokrasi dan Impian Reformasi KUHP

Indonesia Menggugat adalah pidato pembelaan yang dibacakan oleh Soekarno pada persidangan di Landraad, Bandung pada tahun 1930. Soekarno bersama tiga rekannya,";ecosocrights;;
8;2022-12-04 17:05:09+00:00;1,59945E+18;"@hayanaqu @korikipo @cholilnafis Udah sini saya bantu.

Pasal berapa di UU KUHP yg melarang LGBT?

Kan ente nyebut LGBT ini dilarang di UU.

Ya sebut pasalnya di UU yg berlaku.

Klo modal ente cuma aturan agama, aturan agama cuma berlaku buat pemeluknya. Tapi ga bisa dipaksain ke yg bukan pemeluk.

Simpel kan?";zandaclause;;
9;2022-12-04 16:51:00+00:00;1,59945E+18;"@gibran_tweet Setelah ketemu please jangan kasi lolos pake kata maaf dan materai... 
Minimal hukuman di atas 10 tahun lah itu... KUHP Indo harus dirombak soal masa tahanan. 
Ga kebayang kalau sampai ada korban apalagi anak kecil... 
Ada kalanya HAM ga berguna sama sekali memang.";VictoryAris;;
10;2022-12-04 15:46:58+00:00;1,59943E+18;@overdosepwetty Banyak pasal di KUHP itu dipergunakan untuk mengkriminalkan warga, untuk mengkriminalkan suara yang mengkritisi pemerintah.. Pro kontra sih sebener nya, jika harus JR ngapain undang undang itu di buat kalo masuk bengkel lagi dengan cara JR hmm;Dschaann;;
11;2022-12-04 14:35:30+00:00;1,59941E+18;@Unialter Draf KUHP ada pasal baru, having sex before marriage bisa dipenjara setahun.;angkarabiru;;
12;2022-12-04 13:56:54+00:00;1,5994E+18;@sosmedkeras Pasal kohabitasi (hidup bersama seperti suami istri), adalah norma baru dalam RKUHP yg tdk ada dalam KUHP existing. Namun sama dgn pasal perzinahan, ada pembatasan dalam hal pengadu yakni hanya istri/suami bg yg terikat perkawinan atau orangtua/anak bg yg tdk terikat perkawinan;taufikbasari;;
13;2022-12-04 13:54:07+00:00;1,5994E+18;@sosmedkeras Pasal perzinahan bukan pasal yg baru muncul dlm RKUHP, pasal ini sdh ada di KUHP yg saat ini berlaku, namun mengalami perluasan yakni orangtua/anak bisa mjd pengadu bg yg tdk terikat perkawinan. Dalam KUHP existing hanya suami/istri yg bs mjd pengadu.;taufikbasari;;
14;2022-12-04 13:45:29+00:00;1,5994E+18;@Nanangdery @HelmiFelis_ Udah ada di kuhp pasal 263.;hidsyah;;
15;2022-12-04 13:41:28+00:00;1,5994E+18;Pasal ini merupakan transformasi dari delik larangan penyebaran ajaran Marxisme-Leninisme/Komunisme dalam KUHP yang ada. Dalam pasal tersebut tidak ada tolok ukur yang jelas tentang “Pancasila” sehingga pada implementasinya menimbulkan kriminalisasi.;PublicVirtue;;
16;2022-12-04 13:16:54+00:00;1,59939E+18;@sanovolkno krna sudah tertuang di pasal 362 dan 363 kuhp kalau pencurian itu dilarang;jemur4n;;
17;2022-12-04 12:57:24+00:00;1,59939E+18;"@themorningtide @RaniKancana__ RUU KUHP lama.melakukan perluasan kalau sblmnya hanya pasangan yg sdh menikah di RUU termasuk lajang.

Tapi pidana ringan max cuma 1 tahun

Dan delik aduan suami/istri bila menikah juga anak dan orang tua bila lajang

Tapi disini 18÷ up kalo di bawah UU perlindungan anak";tomahawkriders;;
